pid,uri,title,longitude,latitude,place_types
120050,https://pleiades.stoa.org/places/120050,Untitled,8.5,50.5,bridge
120051,https://pleiades.stoa.org/places/120051,Untitled,8.9818115,50.07989800000001,bridge
120053,https://pleiades.stoa.org/places/120053,Untitled,8.5,49.5,bridge
120054,https://pleiades.stoa.org/places/120054,Untitled,8.5,49.5,bridge
120055,https://pleiades.stoa.org/places/120055,Untitled,8.5,49.5,bridge
120057,https://pleiades.stoa.org/places/120057,Untitled,10.5,48.5,bridge
120058,https://pleiades.stoa.org/places/120058,Bridge at Augusta Vindelicum,10.8775059,48.240288449999994,bridge
120059,https://pleiades.stoa.org/places/120059,Untitled,10.5,48.5,bridge
120060,https://pleiades.stoa.org/places/120060,Untitled,11.5,48.5,bridge
120061,https://pleiades.stoa.org/places/120061,Untitled,11.5,48.5,bridge
120062,https://pleiades.stoa.org/places/120062,Untitled,11.5,48.5,bridge
120063,https://pleiades.stoa.org/places/120063,Untitled,11.5,48.5,bridge
120804,https://pleiades.stoa.org/places/120804,Untitled,10.5,48.5,mine
120805,https://pleiades.stoa.org/places/120805,Untitled,13.5,51.5,quarry
122312,https://pleiades.stoa.org/places/122312,Untitled,7.5,50.5,wall-2
122313,https://pleiades.stoa.org/places/122313,Untitled,9.5,49.5,wall-2
122314,https://pleiades.stoa.org/places/122314,Untitled,9.5,49.5,wall-2
122315,https://pleiades.stoa.org/places/122315,Untitled,10.5,48.5,wall-2
128352,https://pleiades.stoa.org/places/128352,Abrahám,17.5,48.5,unknown
128401,https://pleiades.stoa.org/places/128401,Gosławice,17.5,50.5,unknown
128404,https://pleiades.stoa.org/places/128404,Grinev,23.5,49.5,unknown
128417,https://pleiades.stoa.org/places/128417,Ivanká pri Dunaji,17.5,48.5,unknown
128431,https://pleiades.stoa.org/places/128431,Kostolná pri Dunaji,17.5,48.5,unknown
128437,https://pleiades.stoa.org/places/128437,Ladná,16.5,48.5,unknown
128438,https://pleiades.stoa.org/places/128438,Laedavus (river),15.077231233333334,47.11498303333334,river
128444,https://pleiades.stoa.org/places/128444,Louna Hyle,17.5,48.5,unknown
128446,https://pleiades.stoa.org/places/128446,Ługi,16.5,51.5,unknown
128540,https://pleiades.stoa.org/places/128540,Vysoká pri Morave,16.5,48.5,unknown
129107,https://pleiades.stoa.org/places/129107,Untitled,20.0,49.5,road
129108,https://pleiades.stoa.org/places/129108,Untitled,20.0,49.5,road
129109,https://pleiades.stoa.org/places/129109,Untitled,20.0,49.5,road
129110,https://pleiades.stoa.org/places/129110,Untitled,20.0,49.5,road
129111,https://pleiades.stoa.org/places/129111,Unnamed road,16.82770325,48.0901095,road
129112,https://pleiades.stoa.org/places/129112,Untitled,20.0,49.5,road
138187,https://pleiades.stoa.org/places/138187,Aquitania (region),0.5,45.5,region
138188,https://pleiades.stoa.org/places/138188,Aquitanicus Sinus,-10.482686000000001,38.930499,water-open
138204,https://pleiades.stoa.org/places/138204,Aulerci Cenomani,0.19849333333333333,48.00716033333333,label|people
138222,https://pleiades.stoa.org/places/138222,Besné,-2.5,47.5,unknown
138242,https://pleiades.stoa.org/places/138242,Brivas,2.5,47.5,unknown
138310,https://pleiades.stoa.org/places/138310,Coriosolites,-4.5,47.5,label|people
138340,https://pleiades.stoa.org/places/138340,Elaver/Elaris (river),3.5,46.5,river
138394,https://pleiades.stoa.org/places/138394,Île-des-Eaux,-2.5,47.5,unknown
138414,https://pleiades.stoa.org/places/138414,Laudiacum (mountain),0.5,47.5,mountain
138421,https://pleiades.stoa.org/places/138421,Limane,3.5,45.5,unknown
138423,https://pleiades.stoa.org/places/138423,Litus Saxonicum,-3.5,47.5,unknown
138517,https://pleiades.stoa.org/places/138517,Piktonion? Akron,-2.5,46.5,cape
138546,https://pleiades.stoa.org/places/138546,Ruteni,2.9185206666666663,44.18294666666667,people
138609,https://pleiades.stoa.org/places/138609,[Taunucus] (river),-1.5,47.5,river
138662,https://pleiades.stoa.org/places/138662,Vindunit(t)a Ins.,-2.5,47.5,island
138922,https://pleiades.stoa.org/places/138922,Untitled,-0.5,45.5,aqueduct
138923,https://pleiades.stoa.org/places/138923,Untitled,0.5,47.5,aqueduct
138924,https://pleiades.stoa.org/places/138924,Aqueduct at *Malliacum,0.5,47.5,aqueduct
138925,https://pleiades.stoa.org/places/138925,Untitled,0.5,47.5,aqueduct
138926,https://pleiades.stoa.org/places/138926,Untitled,1.5,47.5,aqueduct
138927,https://pleiades.stoa.org/places/138927,Untitled,1.5,46.5,aqueduct
138928,https://pleiades.stoa.org/places/138928,Untitled,1.5,45.5,aqueduct
138929,https://pleiades.stoa.org/places/138929,Untitled,1.5,44.5,aqueduct
138930,https://pleiades.stoa.org/places/138930,Untitled,2.5,46.5,aqueduct
138931,https://pleiades.stoa.org/places/138931,Untitled,2.5,46.5,aqueduct
138932,https://pleiades.stoa.org/places/138932,Untitled,2.5,46.5,aqueduct
138933,https://pleiades.stoa.org/places/138933,Untitled,3.5,46.5,aqueduct
139680,https://pleiades.stoa.org/places/139680,Untitled,1.5,45.5,bridge
139681,https://pleiades.stoa.org/places/139681,Untitled,1.5,45.5,bridge
139683,https://pleiades.stoa.org/places/139683,Untitled,2.5,44.5,bridge
140434,https://pleiades.stoa.org/places/140434,3,-2.5,47.5,villa
140435,https://pleiades.stoa.org/places/140435,4,-2.5,46.5,villa
141187,https://pleiades.stoa.org/places/141187,Untitled,-0.5,46.0,road
141188,https://pleiades.stoa.org/places/141188,Untitled,-0.5,46.0,road
141189,https://pleiades.stoa.org/places/141189,Untitled,-0.5,46.0,road
141190,https://pleiades.stoa.org/places/141190,Untitled,-0.5,46.0,road
141191,https://pleiades.stoa.org/places/141191,Untitled,-0.5,46.0,road
141192,https://pleiades.stoa.org/places/141192,Untitled,-0.5,46.0,road
141193,https://pleiades.stoa.org/places/141193,Untitled,-0.5,46.0,road
141194,https://pleiades.stoa.org/places/141194,Untitled,-0.5,46.0,road
141195,https://pleiades.stoa.org/places/141195,Untitled,-0.5,46.0,road
141196,https://pleiades.stoa.org/places/141196,Untitled,-0.5,46.0,road
141197,https://pleiades.stoa.org/places/141197,Untitled,-0.5,46.0,road
141198,https://pleiades.stoa.org/places/141198,Untitled,-0.5,46.0,road
141199,https://pleiades.stoa.org/places/141199,Untitled,-0.5,46.0,road
141200,https://pleiades.stoa.org/places/141200,Untitled,-0.5,46.0,road
141201,https://pleiades.stoa.org/places/141201,Untitled,2.121742579198846,45.30275703805272,road
141202,https://pleiades.stoa.org/places/141202,Untitled,-0.5,46.0,road
141203,https://pleiades.stoa.org/places/141203,Untitled,-0.5,46.0,road
141204,https://pleiades.stoa.org/places/141204,Untitled,-0.5,46.0,road
141205,https://pleiades.stoa.org/places/141205,Untitled,-0.5,46.0,road
141206,https://pleiades.stoa.org/places/141206,Untitled,-0.5,46.0,road
141207,https://pleiades.stoa.org/places/141207,Untitled,1.4401413333333335,44.44786653333334,road
141208,https://pleiades.stoa.org/places/141208,Untitled,1.4401413333333335,44.44786653333334,road
141209,https://pleiades.stoa.org/places/141209,Untitled,-0.5,46.0,road
141210,https://pleiades.stoa.org/places/141210,Untitled,-0.5,46.0,road
141211,https://pleiades.stoa.org/places/141211,Untitled,-0.5,46.0,road
141212,https://pleiades.stoa.org/places/141212,Untitled,-0.5,46.0,road
141213,https://pleiades.stoa.org/places/141213,Untitled,-0.5,46.0,road
141214,https://pleiades.stoa.org/places/141214,Untitled,-0.5,46.0,road
141215,https://pleiades.stoa.org/places/141215,Untitled,-0.5,46.0,road
141216,https://pleiades.stoa.org/places/141216,Untitled,-0.5,46.0,road
141217,https://pleiades.stoa.org/places/141217,Untitled,-0.5,46.0,road
148042,https://pleiades.stoa.org/places/148042,Cavares,4.75,43.75,people
148085,https://pleiades.stoa.org/places/148085,Fossae Marianae,4.75,43.25,unknown
148099,https://pleiades.stoa.org/places/148099,Hispaniense? Ostium,4.25,43.25,river
148113,https://pleiades.stoa.org/places/148113,Libica Ora,4.25,43.25,water-open
148128,https://pleiades.stoa.org/places/148128,Massalioticum? Ostium,4.75,43.25,mouth
148134,https://pleiades.stoa.org/places/148134,Metapinum? Ostium,5.991755560834942,45.273117022090375,river
148193,https://pleiades.stoa.org/places/148193,Salluvii,4.75,43.75,people
148208,https://pleiades.stoa.org/places/148208,Les Taillades,4.75,43.75,unknown
148739,https://pleiades.stoa.org/places/148739,Unnamed aqueducts,4.630799,43.677616,aqueduct
148740,https://pleiades.stoa.org/places/148740,Unnamed aqueducts,5.25,44.25,aqueduct
148741,https://pleiades.stoa.org/places/148741,Untitled,5.25,43.75,aqueduct
148742,https://pleiades.stoa.org/places/148742,Unnamed aqueducts,5.25,43.75,aqueduct
150248,https://pleiades.stoa.org/places/150248,Untitled,3.25,43.25,centuriation
150249,https://pleiades.stoa.org/places/150249,Untitled,3.75,43.75,centuriation
150250,https://pleiades.stoa.org/places/150250,Untitled,4.25,43.75,centuriation
150251,https://pleiades.stoa.org/places/150251,Untitled,4.25,43.75,centuriation
150252,https://pleiades.stoa.org/places/150252,Untitled,4.75,44.25,centuriation
150253,https://pleiades.stoa.org/places/150253,Untitled,4.75,43.75,centuriation
150254,https://pleiades.stoa.org/places/150254,Untitled,4.75,43.75,centuriation
157806,https://pleiades.stoa.org/places/157806,Alpes Maritimae,6.25,44.25,label|province|region
157863,https://pleiades.stoa.org/places/157863,Grand Loou,5.75,43.25,villa
157921,https://pleiades.stoa.org/places/157921,Salluvii,5.75,43.25,unknown
