pid,uri,title,longitude,latitude,description
30241,https://pleiades.stoa.org/places/30241,Khwash/Qash,,,"An ancient place, cited: BAtlas 3 unlocated Khwash/Qash"
30242,https://pleiades.stoa.org/places/30242,Kophanta/Kophas,,,"An ancient place, cited: BAtlas 3 unlocated Kophanta/Kophas"
30243,https://pleiades.stoa.org/places/30243,Kophanta,,,"An ancient place, cited: BAtlas 3 unlocated Kophanta (1)"
30245,https://pleiades.stoa.org/places/30245,Kyiza,,,"An ancient place, cited: BAtlas 3 unlocated Kyiza"
30247,https://pleiades.stoa.org/places/30247,Nih,,,"An ancient place, cited: BAtlas 3 unlocated Nih"
30250,https://pleiades.stoa.org/places/30250,Omiza,,,"An ancient place, cited: BAtlas 3 unlocated Omiza"
30254,https://pleiades.stoa.org/places/30254,Pantyene,,,"An ancient place, cited: BAtlas 3 unlocated Pantyene"
30255,https://pleiades.stoa.org/places/30255,Parikane,,,"An ancient place, cited: BAtlas 3 unlocated Parikane"
30257,https://pleiades.stoa.org/places/30257,Portospana,,,"An ancient place, cited: BAtlas 3 unlocated Portospana"
30258,https://pleiades.stoa.org/places/30258,Poura,,,"An ancient place, cited: BAtlas 3 unlocated Poura"
30259,https://pleiades.stoa.org/places/30259,Pushang,,,"An ancient place, cited: BAtlas 3 unlocated Pushang"
30263,https://pleiades.stoa.org/places/30263,Rogana,,,"An ancient place, cited: BAtlas 3 unlocated Rogana"
30265,https://pleiades.stoa.org/places/30265,Sabis,,,"An ancient place, cited: BAtlas 3 unlocated Sabis"
30266,https://pleiades.stoa.org/places/30266,Sabis,,,"An ancient place, cited: BAtlas 3 unlocated Sabis fl."
30267,https://pleiades.stoa.org/places/30267,Saganos,,,"An ancient place, cited: BAtlas 3 unlocated Saganos fl."
30268,https://pleiades.stoa.org/places/30268,Salaros,,,"An ancient place, cited: BAtlas 3 unlocated Salaros fl."
30269,https://pleiades.stoa.org/places/30269,Salmous,,,"An ancient place, cited: BAtlas 3 unlocated Salmous"
30271,https://pleiades.stoa.org/places/30271,Sidodone,,,"An ancient place, cited: BAtlas 3 unlocated Sidodone"
30272,https://pleiades.stoa.org/places/30272,Sigara/Sigana,,,"An ancient place, cited: BAtlas 3 unlocated Sigara/Sigana"
30275,https://pleiades.stoa.org/places/30275,Talmena,,,"An ancient place, cited: BAtlas 3 unlocated Talmena"
30276,https://pleiades.stoa.org/places/30276,Tazora,,,"An ancient place, cited: BAtlas 3 unlocated ‘Tazora’"
30277,https://pleiades.stoa.org/places/30277,Teisa,,,"An ancient place, cited: BAtlas 3 unlocated Teisa"
30280,https://pleiades.stoa.org/places/30280,Zorambos,,,"An ancient place, cited: BAtlas 3 unlocated Zorambos fl."
39262,https://pleiades.stoa.org/places/39262,Abasenoi,44.450797782321644,13.95167219952595,"An ancient place, cited: BAtlas 4 B3 Abasenoi"
39263,https://pleiades.stoa.org/places/39263,Abisama,46.509908,13.538636,"An ancient place, cited: BAtlas 4 C3 Abisama"
39265,https://pleiades.stoa.org/places/39265,Achoma,43.841134,13.817324,"An ancient place, cited: BAtlas 4 B3 Achoma"
39266,https://pleiades.stoa.org/places/39266,Achomai,43.21326306143294,14.316246223695245,"An ancient place, cited: BAtlas 4 B3 Achomai"
39268,https://pleiades.stoa.org/places/39268,Adana,43.987875,13.958528,"An ancient place, cited: BAtlas 4 B3 Adana"
39269,https://pleiades.stoa.org/places/39269,Adane/Athenae/Eudaimon Arabia,45.038928,12.771651,"An ancient place, cited: BAtlas 4 C3 Adane/Athenae/Eudaimon Arabia"
39270,https://pleiades.stoa.org/places/39270,Adedou Kome,42.948026,14.798024,"An ancient place, cited: BAtlas 4 B3 Adedou Kome"
39275,https://pleiades.stoa.org/places/39275,Agathokleous Ins.,52.2773862,12.1797995,"An ancient place, cited: BAtlas 4 D3 Agathokleous Ins."
39276,https://pleiades.stoa.org/places/39276,Agraei,49.05945142056254,15.018868681529256,"An ancient place, cited: BAtlas 4 C3 Agraei"
