pid,uri,title,longitude,latitude,minimum,maximum
50194,https://pleiades.stoa.org/places/50194,Palaeogoni/Serendivae,80.8953661251433,7.5738998443082135,9310.0,9310.0
50196,https://pleiades.stoa.org/places/50196,Palaipatmai?,73.302413,17.526305,10000.0,10000.0
50199,https://pleiades.stoa.org/places/50199,Paloura,76.700285,10.472567,10000.0,10000.0
50201,https://pleiades.stoa.org/places/50201,Pandion,78.19358994658116,9.653858785357345,9310.0,9310.0
50205,https://pleiades.stoa.org/places/50205,Paralia,77.50765587158209,8.531066006606288,9310.0,9310.0
50209,https://pleiades.stoa.org/places/50209,Paunar,73.648209,20.794336,10000.0,10000.0
50210,https://pleiades.stoa.org/places/50210,Peddabunkur,79.094869,18.295769,10000.0,10000.0
50213,https://pleiades.stoa.org/places/50213,Perinkari,78.616334,9.684856,10000.0,10000.0
50219,https://pleiades.stoa.org/places/50219,Pitoura,80.031192,16.346845,10000.0,10000.0
50220,https://pleiades.stoa.org/places/50220,Podoperoura,76.561462,10.595404,10000.0,10000.0
50243,https://pleiades.stoa.org/places/50243,Sada,93.330422,20.013925,10000.0,10000.0
50244,https://pleiades.stoa.org/places/50244,Sadenoi,77.47571170006027,18.877867641368937,9310.0,9310.0
50248,https://pleiades.stoa.org/places/50248,Salakenoi,81.56768619959611,16.60732313316992,9310.0,9310.0
50250,https://pleiades.stoa.org/places/50250,Salihundan,83.963492,18.336424,10000.0,10000.0
50254,https://pleiades.stoa.org/places/50254,Sanpewada,79.291868,21.025933,10000.0,10000.0
50257,https://pleiades.stoa.org/places/50257,Sardonyx (mountain),76.38888953949329,21.54876483663184,9310.0,9310.0
50260,https://pleiades.stoa.org/places/50260,Selour,77.38007,10.432112,10000.0,10000.0
50279,https://pleiades.stoa.org/places/50279,Sorai,79.03998187266694,12.376989244653016,9310.0,9310.0
50291,https://pleiades.stoa.org/places/50291,Syrastrene,70.71643056261146,21.21847095452941,9310.0,9310.0
50294,https://pleiades.stoa.org/places/50294,Tagara,76.14594,18.301382,10000.0,10000.0
50295,https://pleiades.stoa.org/places/50295,Tainour,77.93307,9.869413,10000.0,10000.0
50297,https://pleiades.stoa.org/places/50297,Tangala,77.833286,9.700443,10000.0,10000.0
