created,description,details,provenance,title,uri,id,place_id,accuracy_assessment_uri,accuracy_radius,archaeological_remains,association_certainty,geometry_wkt,year_after_which,year_before_which,location_precision
2010-06-24T10:36:27Z,,,Barrington Atlas: BAtlas 51 B2,Barrington Atlas location,https://pleiades.stoa.org/places/502832/batlas-location,batlas-location,502832,,,unknown,certain,"POLYGON ((23.5 41, 24 41, 24 41.5, 23.5 41.5, 23.5 41))",-30,640,rough
2010-06-24T10:36:34Z,,,Barrington Atlas: BAtlas 51 C2,Barrington Atlas location,https://pleiades.stoa.org/places/502836/batlas-location,batlas-location,502836,,,unknown,certain,"POLYGON ((24 41, 24.5 41, 24.5 41.5, 24 41.5, 24 41))",-30,640,rough
2010-06-24T10:36:47Z,,,Barrington Atlas: BAtlas 51 D2 1,Barrington Atlas location,https://pleiades.stoa.org/places/505097/batlas-location,batlas-location,505097,,,unknown,certain,"POLYGON ((24.5 41, 25 41, 25 41.5, 24.5 41.5, 24.5 41))",-330,300,rough
2010-11-10T21:33:34Z,,,Barrington Atlas: BAtlas 59 B3 Korydallos M.,Barrington Atlas location,https://pleiades.stoa.org/places/579993/batlas-location,batlas-location,579993,,,unknown,certain,"POLYGON ((23.5 37.75, 23.75 37.75, 23.75 38, 23.5 38, 23.5 37.75))",,,rough
2010-11-10T21:31:57Z,,,Barrington Atlas: BAtlas 59 B2 Diakris,Barrington Atlas location,https://pleiades.stoa.org/places/579911/batlas-location,batlas-location,579911,,,unknown,certain,"POLYGON ((23.5 38, 23.75 38, 23.75 38.25, 23.5 38.25, 23.5 38))",-550,-330,rough
2010-11-10T21:33:28Z,,,Barrington Atlas: BAtlas 59 B3 Kophos Limen,Barrington Atlas location,https://pleiades.stoa.org/places/579988/batlas-location,batlas-location,579988,,,unknown,certain,"POLYGON ((23.5 37.75, 23.75 37.75, 23.75 38, 23.5 38, 23.5 37.75))",-550,-330,rough
2010-11-10T21:33:24Z,,,Barrington Atlas: BAtlas 59 C2 Kolonai?,Barrington Atlas location,https://pleiades.stoa.org/places/579984/batlas-location,batlas-location,579984,,,unknown,certain,"POLYGON ((23.75 38, 24 38, 24 38.25, 23.75 38.25, 23.75 38))",-550,300,rough
2010-11-10T21:32:10Z,,,Barrington Atlas: BAtlas 59 B2 Epakria,Barrington Atlas location,https://pleiades.stoa.org/places/579921/batlas-location,batlas-location,579921,,,unknown,certain,"POLYGON ((23.5 38, 23.75 38, 23.75 38.25, 23.5 38.25, 23.5 38))",-550,-330,rough
2010-11-10T21:31:46Z,,,Barrington Atlas: BAtlas 59 C2 Charadra fl.,Barrington Atlas location,https://pleiades.stoa.org/places/579900/batlas-location,batlas-location,579900,,,unknown,certain,"POLYGON ((23.75 38, 24 38, 24 38.25, 23.75 38.25, 23.75 38))",,,rough
2010-11-10T21:32:54Z,,,Barrington Atlas: BAtlas 59 A2 Iapis fl.,Barrington Atlas location,https://pleiades.stoa.org/places/579957/batlas-location,batlas-location,579957,,,unknown,certain,"POLYGON ((23.25 38, 23.5 38, 23.5 38.25, 23.25 38.25, 23.25 38))",-550,300,rough
2010-11-10T21:32:07Z,,,Barrington Atlas: BAtlas 59 A3 Eleusiniakos Kolpos,Barrington Atlas location,https://pleiades.stoa.org/places/579919/batlas-location,batlas-location,579919,,,unknown,certain,"POLYGON ((23.25 37.75, 23.5 37.75, 23.5 38, 23.25 38, 23.25 37.75))",-550,300,rough
2010-11-10T21:32:41Z,,,Barrington Atlas: BAtlas 59 B2 Harma,Barrington Atlas location,https://pleiades.stoa.org/places/579943/batlas-location,batlas-location,579943,,,unknown,certain,"POLYGON ((23.5 38, 23.75 38, 23.75 38.25, 23.5 38.25, 23.5 38))",-550,300,rough
2010-11-10T21:32:25Z,,,Barrington Atlas: BAtlas 59 A2 Erythrai,Barrington Atlas location,https://pleiades.stoa.org/places/579928/batlas-location,batlas-location,579928,,,unknown,certain,"POLYGON ((23.25 38, 23.5 38, 23.5 38.25, 23.25 38.25, 23.25 38))",-550,300,rough
2010-11-10T21:31:28Z,,,Barrington Atlas: BAtlas 59 B2 Asty,Barrington Atlas location,https://pleiades.stoa.org/places/579881/batlas-location,batlas-location,579881,,,unknown,certain,"POLYGON ((23.5 38, 23.75 38, 23.75 38.25, 23.5 38.25, 23.5 38))",-750,640,rough
2010-11-10T21:30:44Z,,,Barrington Atlas: BAtlas 59 B2 Acharnai (S),Barrington Atlas location,https://pleiades.stoa.org/places/579843/batlas-location,batlas-location,579843,,,unknown,certain,"POLYGON ((23.5 38, 23.75 38, 23.75 38.25, 23.5 38.25, 23.5 38))",-550,300,rough
