place_id,place_type
656796826,archaeological-site
656796825,findspot
656691255,garden-hortus
656691255,townhouse
65661952,abbey-church
65661952,church
656280677,road
651986105,fountain
651950411,cemetery
651069708,theatre
651056358,cemetery
651056358,tumulus
651820395,river
651422974,settlement
651422974,villa
65156147,sanctuary
65898660,cistern
658982769,sanctuary
658982769,temple-2
658098857,villa
658093017,findspot
658093017,archaeological-site
658093017,settlement-modern
658632,settlement
658624,settlement
658608,pass
658628,settlement
658604,mountain
658604,label
658613,settlement
658629,church
658625,settlement
658602,river
658614,settlement
658622,region
658622,label
658618,mountain
658618,label
658623,settlement
658635,settlement
658615,settlement
658615,archaeological-site
658603,sanctuary
658600,river
658636,settlement
658636,archaeological-site
658637,sanctuary
658621,church
658601,settlement
658617,settlement
658626,ruin
658626,settlement
658630,settlement
658610,station
658606,church-2
658606,church
658607,church
658668033,tower-defensive
658668033,ruin
658668033,settlement
658615446,tomb
658873856,settlement
658873856,archaeological-site
658409,settlement
658409,mosque
658409,plaza
658448,settlement
658433,station
658472,settlement
658425,station
658452,settlement
658405,settlement
658413,settlement
658413,archaeological-site
658413,tell
658444,mountain
658444,label
658487,station
658428,settlement
658490,settlement
658490,archaeological-site
658486,settlement
658445,region
658445,label
658412,settlement
658424,settlement
658473,station
658465,settlement
658465,archaeological-site
658432,district
658432,label
658449,station
658408,river
658454,settlement
658415,settlement
658442,settlement
658439,station
658481,settlement
658497,settlement
658478,settlement
658458,settlement
658435,settlement
658462,settlement
658474,settlement
658474,archaeological-site
658423,settlement
658422,river
658475,settlement
658463,settlement
658434,label
658418,station
658496,settlement
658479,station
658480,settlement
658438,villa
658443,region
658443,label
658414,settlement
658402,settlement
658455,settlement
658455,archaeological-site
658495,settlement
658483,settlement
658483,port
658440,region
658401,church-2
658401,basilica
658401,settlement
658421,station
658499,settlement
658460,settlement
658437,sanctuary
658436,settlement
658461,fort
658498,settlement
658420,station
658457,settlement
658416,settlement
658482,temple
658494,settlement
658494,church
658427,settlement
658427,archaeological-site
658470,settlement
658489,water-open
658493,fort
658446,settlement
658446,archaeological-site
658411,settlement
658407,settlement
658450,settlement
658451,river
658406,settlement
658410,settlement
658410,archaeological-site
658410,findspot
658492,sanctuary
658430,river
658467,settlement
658471,settlement
658426,station
658473968,river
658389,station
658366,settlement
658385,settlement
658385,settlement-modern
658371,settlement
658399,settlement
658399,archaeological-site
658399,settlement-modern
658376,mountain
658398,river
658377,settlement
658394,labeled feature
658381,urban
658381,settlement
658381,amphitheatre
658378,settlement
658362,station
658374,pass
658375,pass
658363,station
658379,region
658379,label
658396,settlement
658380,settlement
658372,basilica
658372,abbey
658368,settlement
658368,port
658387,station
658391,sanctuary
658391,tomb
658391,settlement
658390,river
658369,settlement
658386,settlement
658373,station
658295679,garden-hortus
658295679,townhouse
658246004,theatre
658576,river
658599,settlement
658521,settlement
658537,settlement
658560,river
658517,label
658556,settlement
658501,tomb
658501,tumulus
658595,tumulus
658583,mountain
658582,settlement
658500,settlement
658557,river
658541,settlement
658541,port
658516,settlement
658561,region
658561,label
658536,station
658520,settlement
658520,archaeological-site
658598,hill
658511,arch
658511,monument
658546,settlement
658550,settlement
658507,settlement
658593,settlement
658585,settlement
658527,church
658531,river
658566,mountain
658566,label
658589,settlement
658567,river
658530,river
658571,mountain
658571,label
658584,mountain
658592,labeled feature
658592,label
658506,settlement
658551,settlement
658547,settlement
658510,settlement
658587,settlement
658568,settlement
658529,river
658552,temple
658544,mountain
658544,sanctuary
658544,monument
658544,tomb
658544,tumulus
658513,labeled feature
658513,label
658564,settlement
658533,settlement
658525,label
658525,people
658572,river
658509,settlement
658508,pass
658573,settlement
658532,settlement
658565,mountain
658565,label
658512,mountain
658553,river
658504,river
658569,settlement
658562,settlement
658535,settlement
658523,settlement
658574,station
658558,settlement
658519,mountain
658581,station
658539,settlement
658597,station
658578,church
658503,river
658515,river
658543,station
658555,settlement
658502,settlement
658596,church
658579,church
658538,settlement
658518,settlement
658559,mountain
658559,label
658574376,villa
65407105,region
65407105,settlement-modern
654806992,tomb
654811925,church-2
65424878,archaeological-site
653442966,findspot
653436097,findspot
653377581,region
653377582,city-gate
65323470,architecturalcomplex
653596356,settlement
653507572,archaeological-site
653538433,settlement
652994900,settlement-modern
652043992,sanctuary
652043992,cave
6521790061185606,bridge
6521703251216369,bridge
6521718641211799,bridge
6521786521191321,bridge
6521781351211310,bridge
6521737251212163,bridge
6521720091211858,bridge
6521670651193656,bridge
6521634051202075,bridge
652497050,villa
652497050,estate
652445664,province-2
652337,settlement
652361,unlocated
652377,unlocated
652377,settlement
652357,unlocated
652341,unlocated
652370,unlocated
652327,settlement
652331,unlocated
652366,settlement
652346,settlement
652350,unlocated
652350,fort
652347,settlement
652367,unlocated
652367,settlement
652330,unlocated
652330,settlement
652326,unlocated
652371,settlement
652348,unlocated
652364,settlement
652372,settlement
652352,unlocated
652368,unlocated
652328,unlocated
652345,unlocated
652353,settlement
652324,settlement
652332,unlocated
652332,mountain
652365,unlocated
652349,settlement
652354,unlocated
652342,unlocated
652339,settlement
652362,unlocated
652335,unlocated
652323,unlocated
652323,abbey
652374,unlocated
652375,unlocated
652322,unlocated
652334,settlement
652363,unlocated
652359,settlement
652343,unlocated
652355,unlocated
652389977,settlement
65232415,villa
65232414,villa
652243264,settlement
652237615,archaeological-site
652237615,temple-2
652231747,villa
652231746,garden-hortus
652231746,tomb
652231746,temple-2
652509965,bath
6525101,fort
65595829,villa
655074659,findspot
655074659,settlement
655074659,archaeological-site
655739578,fortlet
655630899,island
655808603,settlement
655808603,archaeological-site
655808604,settlement
655444319,shrine
655392792,tomb
655392792,tumulus
655252779,fort-2
655525228,fort
199996184,villa
199996184,settlement-modern
199032881,region
199686145,theatre
19985870,townhouse
199455019,sanctuary
199455018,theatre
199326,centuriation
199327,centuriation
199322,centuriation
199323,centuriation
199328,centuriation
199324,centuriation
199325,centuriation
199303735,settlement
19936501,mountain
199339871,amphitheatre
199559843,island
190648274,architecturalcomplex
190126253,unknown
190803325,settlement
190803325,settlement-modern
190863456,tomb
190433997,garden-hortus
190433997,stadion
190262,coastal-change
190201458,unlocated
197066,station
197089,station
197070,station
197085,fort-2
197085,settlement-modern
197085,fort
197093,settlement
197093,station
197093,settlement-modern
197092,settlement
197084,mountain
197071,station
197067,fort-2
197088,station
197095,settlement
197060,station
197060,settlement-modern
197076,station
197099,station
197077,settlement-modern
197077,fort
197098,river
197061,station
197061,settlement-modern
197094,settlement
197082,station
197057,station
197097,settlement
197081,station
197074,fort-2
197062,fort
197058,station
197059,station
197063,station
197075,station
197080,station
197079,station
197072,station
197064,station
197091,station
197087,station
197068,station
197086,fort
197069,station
197090,station
197065,station
197073,fort
197001409,cemetery
197001409,tumulus
197052471,tomb
19771164,theatre
197672107,tomb
197672108,tomb
197119,settlement
197158,settlement
197123,island
197174,fort
197162,river
197135,island
197142,river
197115,station
197103,fort
197154,label
197154,people
197197,station
197178,island
197181,fort
197139,settlement
197138,river
197180,settlement
197179,people
197155,fort
197102,settlement
197114,station
197143,settlement
197134,settlement
197175,settlement
197122,settlement
197159,station
197118,fort-2
197118,fort
197144,station
197113,settlement
197152,station
197129,station
197191,fort
197187,fort
197168,settlement
197148,station
197109,fort
197125,settlement-modern
197125,bath
197172,station
197164,station
197133,settlement
197132,label
197132,people
197173,label
197173,people
197124,archipelago
197124,island
197124,label
197108,mountain
197149,mountain
197149,label
197186,settlement
197169,station
197128,settlement
197128,architecturalcomplex
197128,bath
197104,settlement
197112,station
197145,settlement
197193,settlement
197150,station
197107,mountain
197107,label
197111,settlement
197131,fort
197189,settlement
197170,settlement
197127,bath
197126,settlement
197171,station
197167,station
197188,station
197130,settlement
197147,station
197110,fort-2
197106,mountain
197106,label
197151,people
197184,settlement
197160,settlement
197176,label
197176,people
197199,fort
197121,station
197183,mountain
197183,label
197195,island
197195,label
197101,mountain
197140,river
197141,settlement
197116,label
197116,people
197100,fort-2
197100,fort
197157,river
197194,mountain
197120,station
197177,island
197161,label
197161,people
197136,people
197122590,fort-2
197122590,fort
197820,aqueduct
197816,aqueduct
197817,aqueduct
197821,aqueduct
197826,aqueduct
197830,aqueduct
197827,aqueduct
197828,aqueduct
197812,aqueduct
197824,aqueduct
197825,aqueduct
197813,aqueduct
197829,aqueduct
197822,aqueduct
197818,aqueduct
197814,aqueduct
197815,aqueduct
197819,aqueduct
197823,aqueduct
197436,settlement
197461,station
197477,station
197498,settlement
197420,settlement
197457,settlement
197400,settlement
197416,mountain
197441,settlement
197482,settlement
197494,label
197494,people
197495,label
197495,people
197483,river
197440,station
197417,river
197401,settlement
197456,pass
197421,settlement
197499,river
197460,station
197437,mountain
197451,settlement
197406,label
197406,people
197410,settlement
197447,settlement
197484,station
197430,lake
197467,station
197488,settlement
197471,settlement
197471,port
197426,station
197427,settlement
197470,settlement
197466,settlement
197489,settlement
197431,settlement
197493,station
197485,settlement
197446,settlement
197411,settlement
197407,river
197450,water-open
197490,station
197486,station
197404,settlement
197453,station
197473,settlement
197465,settlement
197432,settlement
197449,cape
197408,settlement
197409,river
197448,settlement
197448,port
197433,settlement
197472,water-open
197425,region
197425,label
197452,fort
197405,settlement
197413,settlement
197413,settlement-modern
197487,river
197468,station
197491,settlement
197429,settlement
197422,label
197422,people
197475,settlement
197463,fort
197434,island
197418,island
197459,archipelago
197459,island
197496,station
197479,label
197479,people
197438,settlement
197443,labeled feature
197443,label
197455,island
197454,station
197403,settlement
197442,settlement
197439,settlement
197481,station
197497,station
197478,settlement
197458,station
197419,settlement
197435,station
197423,settlement
197322,station
197375,label
197375,people
197318,station
197359,marsh-wetland
197359,lake
197396,settlement
197380,settlement
197338,settlement
197314,label
197314,people
197302,fort-2
197302,fort
197355,settlement
197315,station
197342,island
197339,settlement
197381,settlement
197378,settlement
197397,settlement
197358,settlement
197319,station
197362,fort-2
197362,fort
197323,fort
197390,settlement
197369,water-open
197386,settlement
197312,urban
197312,settlement
197312,port
197312,plaza
197304,peninsula
197304,label
197353,region
197353,label
197324,station
197373,station
197365,settlement
197349,settlement
197308,settlement
197309,cape
197348,station
197364,label
197364,people
197372,fort
197325,station
197305,unlocated
197305,marsh-wetland
197305,lake
197313,label
197313,people
197344,label
197344,people
197368,label
197368,people
197391,settlement
197329,island
197351,station
197310,label
197310,people
197347,settlement
197384,settlement
197330,settlement
197388,river
197371,settlement
197326,settlement
197327,fort-2
197370,station
197389,settlement
197393,station
197385,settlement
197346,station
197350,settlement
197350,station
197361,settlement
197398,people
197377,archipelago
197377,island
197377,label
197357,station
197394,settlement
197383,settlement
197340,settlement
197317,station
197317,fort
197301,label
197301,people
197356,island
197321,station
197399,river
197376,island
197360,fort
197337,fort-2
197337,fort
197230,station
197226,label
197226,people
197271,water-open
197284,settlement
197206,settlement
197251,fort
197247,settlement
197210,settlement
197211,island
197246,label
197246,people
197250,label
197250,people
197207,settlement
197207,settlement-modern
197285,label
197285,people
197227,fort
197231,station
197282,settlement
197257,archipelago
197257,island
197216,label
197216,people
197261,labeled feature
197261,label
197236,station
197220,fort-2
197220,fort
197299,fort
197276,fort-2
197276,tower-defensive
197260,label
197260,people
197217,river
197240,region
197295,label
197295,people
197283,fort
197243,label
197243,people
197255,river
197279,river
197296,station
197280,settlement
197218,station
197259,river
197275,settlement
197222,fort-2
197222,fort
197234,island
197263,settlement
197262,settlement
197235,settlement
197223,river
197258,settlement
197219,island
197219,label
197239,label
197239,people
197278,river
197203,label
197203,people
197242,label
197242,people
197215,station
197249,cape
197208,fort
197273,settlement
197273,archaeological-site
197224,island
197232,fort-2
197232,fort
197265,label
197265,people
197212,station
197245,label
197245,people
197253,river
197204,station
197268,label
197268,people
197287,fort-2
197287,settlement
197287,archaeological-site
197229,settlement
197205,archipelago
197205,island
197244,settlement
197213,station
197264,station
197225,settlement
197272,settlement
197209,station
197248,archipelago
197248,island
197229380,archaeological-site
197508,station
197573,station
197524,settlement
197532,station
197565,station
197512,settlement
197545,label
197545,people
197553,river
197504,settlement
197528,station
197569,settlement
197568,island
197505,settlement
197505,port
197552,fort-2
197552,fort
197544,island
197544,label
197513,station
197564,fort-2
197564,fort
197533,station
197525,settlement
197572,label
197572,people
197509,station
197514,settlement
197555,settlement
197502,settlement
197580,fort
197559,station
197575,settlement
197522,station
197534,settlement
197563,mountain
197563,label
197562,river
197535,settlement
197523,settlement
197574,settlement
197558,settlement
197519,fort
197539,settlement
197578,fort
197542,station
197515,settlement
197582,settlement
197541,settlement
197536,settlement
197520,river
197577,settlement
197576,station
197537,fort
197517,label
197517,people
197556,fort
197501,settlement
197583,settlement
197567,station
197530,settlement
197526,settlement
197571,river
197584,station
197506,settlement
197551,fort-2
197551,fort
197510,station
197511,station
197546,river
197550,settlement
197507,station
197585,fort-2
197585,settlement
197585,fort
197527,station
197566,river
196074068,temple-2
196789404,road
196750886,unlocated
196750886,forest
196169550,bridge
196365027,river
196205531,tell
191018,quarry
191019,mine
191019,quarry
191017,quarry
191098849,tomb
191777,pass
191776,pass
191773,pass
191772,pass
191775,pass
191774,pass
191883652,settlement
191828977,tumulus
191828976,island
191400484,region
191480805,church-2
191480805,monastery
191480805,archaeological-site
191387727,villa
191267779,settlement
191547538,military-installation-or-camp-temporary
198909520,hillfort
198909520,fort
198989301,sanctuary
198989301,temple-2
198601655,tumulus
198812460,archaeological-site
198812461,archaeological-site
198812462,settlement-modern
198420713,fort
198420714,villa
198393847,church-2
198371548,villa
198371548,settlement-modern
19821556,settlement
198220760,settlement
198570,bridge
198567,bridge
198568,bridge
198569,bridge
194913213,unlocated
194913213,temple-2
194037,unlocated
194060,unlocated
194040,unlocated
194056,unlocated
194056,people
194070,unlocated
194066,unlocated
194067,unlocated
194067,people
194071,unlocated
194047,unlocated
194047,people
194068,unlocated
194068,people
194052,unlocated
194044,unlocated
194064,unlocated
194064,people
194049,river
194073,unlocated
194045,unlocated
194053,unlocated
194062,unlocated
194074,unlocated
194058,unlocated
194039,unlocated
194039,mountain
194042,unlocated
194055,unlocated
194038,unlocated
194091492,production
194091492,villa
194606909,cave
194611949,tumulus
194496209,findspot
194496209,settlement-modern
194334594,archaeological-site
194334594,settlement-modern
194521550,island
193968888,unlocated
193087636,temple-2
193750794,theatre
193679552,bath
193196776,temple-2
193193665,archaeological-site
193113381,settlement
193113381,archaeological-site
193878353,findspot
193878353,archaeological-site
193878353,settlement-modern
193241521,archive-repository
192761443,stoa
192818177,sanctuary
192818177,temple-2
192395067,findspot
192395067,archaeological-site
192248728,villa
192248728,settlement-modern
192519947,theatre
192555966,findspot
192555966,settlement
192555966,archaeological-site
195955354,settlement
195955354,settlement-modern
195955355,settlement
195955355,settlement-modern
195092807,tomb
195092807,pyramid
19570166,fort
195101632,region
195101632,settlement
195475336,tell
195475335,townhouse
195410768,cemetery
195443086,cemetery
195429894,bridge
195325997,region
195325998,unlocated
195325998,settlement
1004,water-open
1052,region
1033,water-open
1043,water-open
1063,mountain
1000,province-2
1094,island
1046,water-open
1027,region
109976884,temple-2
109976883,settlement
109976883,archaeological-site
10993281,unlocated
10993281,people
109006,fort
109051,settlement
109047,fort
109010,settlement
109084,fort-2
109084,fort
109092,quarry
109088,quarry
109067,river
109030,villa
109026,quarry
109070,quarry
109027,settlement
109031,sanctuary
109031,settlement
109089,quarry
109066,station
109093,settlement
109085,fort
109011,fort
109046,temple
109050,fort
109007,sanctuary
109007,bath
109061,river
109036,fort
109020,fort
109098,settlement
109077,fort
109000,sanctuary
109057,settlement
109041,settlement
109016,settlement
109082,settlement
109094,settlement
109083,station
109040,settlement
109056,fort
109001,settlement
109099,fort
109076,settlement
109021,settlement
109037,fort
109060,station
109075,settlement
109022,fort
109034,aqueduct
109034,spring
109034,sanctuary
109034,bath
109063,tomb
109063,monument
109018,villa
109059,settlement
109079,settlement
109096,settlement
109038,settlement
109080,settlement
109043,settlement
109002,fort
109003,settlement
109054,settlement
109042,fortified-settlement
109042,defensive-wall
109015,sanctuary
109039,river
109039,estuary
109078,settlement
109097,fort
109019,settlement
109062,settlement
109035,fort
109023,villa
109074,fort-2
109074,fort
109090,settlement
109028,settlement
109069,settlement
109086,mine
109012,mine
109045,tower-single
109045,fort
109053,settlement
109004,sanctuary
109004,archaeological-site
109065,settlement
109049,station
109008,settlement
109009,cemetery
109048,settlement
109064,mine
109025,villa
109072,mine
109052,tumulus
109044,settlement
109013,temple
109068,settlement
109087,settlement
109029,fort-2
109029,archaeological-site
109029,fort
109091,station
109791198,temple-2
109143,label
109114,villa
109102,river
109155,label
109155,people
109179,settlement
109196,label
109196,people
109180,river
109138,villa
109118,settlement
109175,settlement
109135,settlement
109135,archaeological-site
109135,bath
109162,settlement
109174,fort-2
109174,fort
109123,fort
109158,settlement
109158,forest
109139,villa
109181,station
109178,settlement
109197,villa
109154,label
109154,people
109103,production
109103,mine
109115,settlement
109142,fort
109149,fort
109108,settlement
109173,fort
109165,settlement
109132,cemetery
109145,label
109145,people
109112,settlement
109153,settlement
109128,settlement
109128,settlement-modern
109128,theatre
109190,settlement
109169,settlement
109186,settlement
109168,river
109191,river
109152,settlement
109105,river
109113,villa
109144,settlement
109133,sanctuary
109133,archaeological-site
109164,villa
109172,settlement
109125,river
109109,settlement
109148,villa
109130,settlement
109188,settlement
109167,settlement
109171,settlement
109126,settlement
109184,settlement
109192,fort
109151,quarry
109106,people
109110,label
109110,people
109147,river
109146,settlement
109111,fort
109150,settlement
109193,villa
109185,settlement
109127,villa
109170,temple
109189,sanctuary
109166,temple
109131,settlement
109182,river
109194,settlement
109157,villa
109100,fort
109116,settlement
109141,settlement
109136,settlement
109161,villa
109198,villa
109177,label
109177,people
109120,settlement
109199,label
109199,people
109176,settlement
109160,settlement
109140,settlement
109117,coast
109117,label
109117,fort-group
109101,settlement
109156,label
109156,people
109183,settlement
109456,villa
109401,settlement
109417,villa
109440,aqueduct
109440,temple-2
109437,label
109437,people
109460,settlement
109421,villa
109420,settlement
109477,aqueduct
109461,fort
109436,fortified-settlement
109436,settlement
109441,settlement
109416,temple
109400,people
109457,settlement
109431,production
109431,settlement
109466,station
109470,settlement
109427,settlement
109427,villa
109427,archaeological-site
109450,fort
109407,river
109411,temple-2
109447,settlement
109410,label
109410,people
109451,villa
109426,fort-2
109426,settlement
109426,fort
109471,villa
109430,villa
109425,settlement
109472,fort
109433,settlement
109448,quarry
109429,settlement
109468,settlement
109444,settlement
109413,settlement
109405,label
109405,people
109453,villa
109404,settlement
109412,label
109412,people
109445,station
109428,settlement
109449,settlement
109432,villa
109465,villa
109473,castle
109473,fort
109424,settlement
109478,aqueduct
109439,settlement
109442,villa
109415,villa
109454,settlement
109423,settlement
109462,station
109435,settlement
109419,settlement
109458,fort
109459,fort-2
109459,fort
109418,villa
109434,settlement
109422,settlement
109455,settlement
109414,settlement
109443,mountain
109443,label
109480,aqueduct
109479,aqueduct
109408874,fort-2
109408874,fort
109402124,unlocated
109466300,defensive-wall
109466300,settlement
109466300,archaeological-site
109397,label
109397,people
109378,settlement
109381,settlement
109339,temple
109342,tomb
109315,temple
109303,mine-2
109354,label
109354,people
109323,settlement
109374,temple
109362,settlement
109335,settlement
109319,station
109358,label
109358,people
109359,river
109318,station
109334,settlement
109363,settlement
109375,settlement
109322,river
109302,settlement
109314,settlement
109343,station
109338,production
109338,settlement
109338,settlement-modern
109380,station
109396,settlement
109379,settlement
109325,fort
109372,settlement
109333,settlement
109348,settlement
109309,station
109329,settlement
109391,label
109391,people
109387,villa
109368,settlement
109344,tomb
109344,tumulus
109313,villa
109305,sanctuary
109305,temple-2
109352,villa
109353,settlement
109304,sanctuary
109304,amphitheatre
109312,villa
109345,label
109345,people
109386,settlement
109369,settlement
109390,people
109328,river
109308,villa
109349,sanctuary
109332,station
109373,settlement
109324,fort
109331,villa
109366,settlement
109389,settlement
109370,settlement
109327,quarry
109350,villa
109307,settlement
109311,settlement
109346,settlement
109385,region
109385,label
109392,label
109392,people
109384,settlement
109347,settlement
109310,settlement
109306,villa
109351,settlement
109326,station
109371,label
109371,people
109367,mountain
109388,settlement
109330,settlement
109330,sanctuary
109330,bath
109356,label
109356,people
109301,label
109317,settlement
109340,production
109340,mine
109337,people
109376,settlement
109321,settlement
109320,river
109377,settlement
109377,archaeological-site
109398,settlement
109361,sanctuary
109361,station
109361,settlement
109361,archaeological-site
109336,settlement
109382,settlement
109341,river
109316,settlement
109300,settlement
109357,label
109357,people
109342090,sanctuary
109342090,temple-2
109342091,theatre
109285,station
109293,river
109207,fort
109250,villa
109246,settlement
109211,station
109266,fort
109289,sanctuary
109289,temple
109231,settlement
109271,settlement
109226,settlement
109226,theatre
109230,villa
109288,settlement
109210,settlement
109247,settlement
109251,settlement
109206,river
109292,settlement
109276,station
109299,river
109283,settlement
109201,fort
109256,settlement
109240,villa
109216,settlement
109241,station
109257,settlement
109200,settlement
109294,fort
109282,temple
109277,river
109298,settlement
109298,archaeological-site
109220,settlement
109220,settlement-modern
109236,fortified-settlement
109236,settlement
109219,settlement
109219,settlement-modern
109258,settlement
109274,settlement
109223,fort-2
109223,station
109223,settlement
109235,fort
109262,region
109215,fort
109242,label
109242,people
109254,settlement
109203,mine
109203,quarry
109297,fort-2
109297,earthwork
109297,fort
109278,sanctuary
109278,temple-2
109239,settlement
109281,settlement
109281,fort
109280,fort
109238,label
109238,people
109279,settlement
109279,vicus
109202,fort
109255,settlement
109255,settlement-modern
109243,settlement
109214,temple-2
109263,settlement
109234,villa
109275,label
109259,villa
109218,settlement
109213,settlement
109244,sanctuary
109244,temple
109252,sanctuary
109252,settlement
109205,settlement
109291,settlement
109229,fort-2
109229,tower-defensive
109229,fort
109287,settlement
109248,temple-2
109248,bath
109209,settlement
109225,settlement
109264,river
109232,settlement
109224,settlement
109208,fort
109249,settlement
109249,villa
109249,bath
109286,station
109269,mine-2
109290,villa
109204,river
109253,settlement
109253,cemetery
109253,settlement-modern
109245,settlement
109262400,cemetery
109516473,fortlet
10090234,settlement
100913712,gymnasium
100775437,arch
100775439,arch
100638613,metalworking
100635258,cave
100635258,archaeological-site
100635258,settlement-modern
1001947,province
1001930,province
1001926,province
1001927,province-2
1001911,province
1001946,province
1001950,province
1001907,province-2
1001920,province
1001900,province
1001941,province
1001916,province
1001940,province
1001901,province
1001921,province
1001937,province
1001922,province
1001934,province-2
1001918,province
1001938,province
1001914,province
1001943,province
1001903,province-2
1001915,province
1001939,province
1001935,province
1001923,province
1001928,province
1001912,province-2
1001945,province
1001904,province-2
1001924,province
1001932,province
1001949,province
1001908,province
1001909,province
1001948,province
1001933,province
1001925,province
1001905,province-2
1001944,province-2
1001913,province
1001929,province
100196697,villa
1001137,diocese-roman
1001136,province
1001133,province-2
1001132,diocese-roman
1001135,diocese-roman
1001134,diocese-roman
1001896,province-2
1001897,province-2
1001890,province-2
1001887,province
1001891,province-2
1001892,province
1001893,province
1001889,province-2
1001894,province
1001898,province-2
1001899,province-2
100417,road
100418,road
100487408,water-feature
100487408,reservoir
100447491,bridge
100271079,fort-2
100271079,fort
100249112,temple-2
100593150,temple-2
100593149,unlocated
100593149,temple-2
100569646,findspot
100569646,settlement-modern
100544804,unlocated
100544804,fort
107065917,townhouse
107065917,settlement
107080283,odeon
107080283,theatre
107133089,unknown
107133090,temple-2
107421147,cave
107421148,archaeological-site
107397415,tumulus
107524051,temple-2
106009165,shrine
106009165,temple-2
106460298,villa
106443043,settlement
106443043,settlement-modern
106367347,settlement-modern
106515918,sanctuary
106515918,mine-2
106515914,findspot
106515914,settlement-modern
106515915,archaeological-site
106515916,findspot
106515917,findspot
106529055,archaeological-site
101900238,unknown
101778129,theatre
101729909,theatre
101174,unlocated
101174,island
101197,unlocated
101197,island
101178,unlocated
101181,unlocated
101180,unlocated
101180,river
101191,unlocated
101191,island
101172,unlocated
101173,unlocated
101173,water-open
101186,unlocated
101186,people
101190,unlocated
101193,unlocated
101189,unlocated
101188,unlocated
101188,island
101192,unlocated
101192,estuary
101184,unlocated
101184,island
101176,unlocated
101199,unlocated
101199,people
101183,people
101195,unlocated
101195,people
101194,people
101182,unlocated
101177,unlocated
101197188,unknown
101126540,settlement
101210,unlocated
101210,people
101207,unlocated
101217,unlocated
101201,unlocated
101214,unlocated
101202,unlocated
101202,people
101218,unlocated
101203,unlocated
101203,people
101215,unlocated
101215,people
101208,unlocated
101212,unlocated
101212,river
101205,unlocated
101205,people
101249988,ruin
101249988,synagogue
101249988,church
108928,settlement
108928,archaeological-site
108990,settlement
108969,villa
108986,fort
108945,settlement
108912,settlement
108904,villa
108953,label
108953,people
108924,temple
108973,settlement
108965,river
108932,settlement
108908,settlement
108909,settlement
108948,settlement
108933,settlement
108964,settlement
108972,villa
108925,cemetery
108952,label
108952,people
108905,settlement
108913,settlement
108944,settlement
108968,sanctuary
108968,temple
108987,sanctuary
108991,label
108991,people
108929,temple
108922,temple
108963,temple
108934,river
108979,fort-2
108996,label
108996,people
108980,fort
108938,settlement
108943,settlement
108914,label
108914,people
108902,label
108902,people
108955,settlement
108903,settlement
108915,settlement
108939,fort
108997,settlement
108997,settlement-modern
108958,fort-2
108958,vicus
108919,settlement
108962,sanctuary
108923,settlement
108961,fort
108977,settlement
108957,settlement
108900,settlement
108900,settlement-modern
108916,station
108941,fort
108982,villa
108995,station
108983,settlement
108940,settlement
108917,settlement
108901,settlement
108956,villa
108921,settlement
108999,temple
108976,villa
108937,fort
108906,settlement
108910,station
108984,settlement
108992,settlement
108930,settlement
108967,settlement
108971,settlement
108926,settlement
108927,settlement
108927,amphitheatre
108970,settlement
108989,fort
108966,settlement
108931,fort-2
108931,fort
108993,settlement
108985,settlement
108946,station
108911,settlement
108040721,tomb
108752,settlement
108744,fort-2
108744,fort
108768,settlement
108787,label
108787,people
108791,settlement
108729,settlement
108729,amphitheatre
108748,settlement
108733,settlement
108764,label
108764,people
108772,settlement
108725,settlement
108725,settlement-modern
108724,mountain
108765,settlement
108765,settlement-modern
108732,river
108749,settlement
108728,label
108790,settlement
108769,settlement
108786,villa
108786,archaeological-site
108745,villa
108753,forest
108758,settlement
108735,fort-2
108762,fort-2
108774,settlement
108723,settlement
108754,fort
108739,settlement
108778,settlement
108797,fort
108779,river
108796,villa
108780,station
108738,settlement
108743,settlement
108755,settlement
108722,settlement
108775,settlement
108763,villa
108759,station
108776,settlement
108760,fort-2
108737,settlement
108795,settlement
108783,sanctuary
108783,bath
108740,label
108740,people
108756,fort
108757,theatre
108782,settlement
108794,settlement
108736,fort-2
108761,fort-2
108798,settlement
108785,fort
108746,settlement
108750,settlement
108727,settlement
108789,temple
108766,villa
108788,settlement
108767,settlement
108771,sanctuary
108771,theatre
108771,plaza
108726,settlement
108726,settlement-modern
108751,settlement
108747,settlement
108784,settlement
108784,quarry
108792,station
108635484,architecturalcomplex
108882,settlement
108894,settlement
108800,villa
108857,settlement
108816,settlement
108816,villa
108816,archaeological-site
108836,settlement
108820,settlement
108898,settlement
108877,station
108899,settlement
108899,settlement-modern
108876,sanctuary
108876,archaeological-site
108821,settlement
108837,fort
108860,label
108860,people
108817,fort-2
108817,fort
108840,settlement
108801,settlement
108883,settlement
108888,production
108888,settlement
108867,fort-2
108830,settlement
108871,settlement
108884,settlement
108806,station
108851,settlement
108847,label
108847,people
108810,villa
108811,settlement
108846,station
108850,settlement
108807,settlement
108893,settlement
108885,label
108885,people
108870,label
108870,people
108827,station
108831,station
108889,settlement
108889,military-installation-or-camp-temporary
108849,fort-2
108808,settlement
108873,station
108832,settlement
108865,settlement
108812,settlement
108845,forest
108804,fort-2
108804,fort
108828,settlement
108869,settlement
108886,fort
108868,label
108868,people
108887,settlement
108891,settlement
108805,station
108852,sanctuary
108852,settlement-modern
108844,settlement
108813,river
108864,fort
108833,sanctuary
108825,label
108825,people
108872,settlement
108809,settlement
108848,villa
